程序导标记，不用翻译,,,,,,,
ID,name,desc,talk_pre,talk_accept,talk_doing,talk_finish,task_failed
490,Blue Magic Bead,Collect the materials for Madam Golden Whisk to refine the Blue Magic Bead.,"$username$, you are the expected people to help me. I have been trying to refine a legendary magical item, but I need some materials for the last refining stage. Would you please collect them for me?","Ok, thanks a lot.","These materials are scattered all over the place, please find them with patience.","Blue Magic Bead was refined successfully finally, and I'd like to send one to you to express my thanks. But it only has half of the success rate because of my limited power. Please have a try.","Never mind, please do this next time."
491,The Power of Blue Magic,Help Immortal Lee and then get a Blue Magic Bead from him.,"I have a private treasure with the power of Blue Magic which is not shown outside. But if you can give me the items and money I need, I will send it, the Blue Magic Bead, to you.",It all depends on you.,"These things are not difficult to find, you just need some patience to do it. You can also ask other fellows about this. ",Good job! Now this Blue Magic Bead is yours.,What a pity! No present for you now.
800,Information from Iron Arms Lee,"Get the Blood Looming Symbol from Iron Arms Lee, and kill the blood eidolon in the Lotus Cave in Green Scarp.","Justice Junta should be avoid from jealousy and greed.  It's really reluctant for you to fight against the evils now,  since it's an emergency, I have no other choice but to allow you take the challenge first.  Take this Blood Looming Symbol,  get to the Lotus Cave and eliminate all the Blood Eidolons.  Collect the vigor from the Blood Master in the cave on to the Symbol and bring it back to me. ",I think those Blood Eidolons couldn't threat you much.,Be quick please!,"You made it?  Haha, this is out of my expectation.  Then I will tell you the true story about Justice Junta fight against evils. Thousand of years ago, the Wizard and Monks fight against the evils for twice. Justice Junta earn the both victory.  Since then, evil force can't be a trouble for the humans.  But the evil ideas spread in the humans.  It's like the symbol, if the holder have some evil ideas, then the Blood Master could be revived from this.  If you want to find the true Blood Master, I suggest you look around in Sky Village.  if you are lucky, some other people will tell you new information.",
801,Sky Village Protector,"Show your position to Ascetic Fuhu, kill the evils around Sky Village.","it's really hard to find a person, who cares so much about normal person.  If you are really sent by Iron Arms Lee,  could you please do me a favour?",It's like as easy as turning your hands over to beat those evils around.,Be quick please!,"Well, I only know some secrets of the evil force, but not that much. Sky village really means something to the Blood Master. Maybe he expect to get something from the village.  The Village was built by Master You Tan, if you want to know the details, you can ask the Fairy Prentice in Green Scarp.  Good Luck.",
802,Fairy Prentice,"Get the cimelia from the Fairy Prentice, enter the Lotus Cave exterminate the evil force inside.  Then go to Flowers Mountain to find Nun Su Yin.","Master Youtan has been dead for long time.  But she worried about the fairy prentice.  Fairy prentice get hurt by Blood Master, and she is healing herself in the Tide Cave.  Please bring my cimelia there to heal her.",We don't have enough time.  Be quick.  It all depends on you now. ,Be quick please!,It seems Fairy Prentice get recovered.  I may have some other stuff to ask for your help later.,
803,Repent and Be Saved,Pass the Flower Hairpin from Nun Su Yin to Ghost Wind Tao in Snake Cave.  Hope he can forsake darkness for light.,"I knew your purpose of coming here.  It's a long story.  While the evil force attacked the Green Scarp, I was heavy wounded.  but I didn't die.  That's because Ghost Wind Tao saved my life.  The whole world saying Ghost Wind Tao is an evil, but any of them know the reason?  Ghost Wind Tao betrayed the evils after he fell in love with me.  He saved my life while Blood Master was trying to kill me.  Since then, he has become neither human nor a ghost.  One thousand years passed,  he has still been hiding in Snake Cave.  Could you please bring my Flower Hairpin to him, and tell him my feelings to him?  So he can go to reborn himself. ",I really hope Ghost Wind Tao can understand my feelings to him and go to reborn himself.,Be quick please!,Ghost Wind Tao finally get the chance to reborn.  So we don't have to worry about that any more.,
804,Letters to Ascetic Fuhu,Bring the letters to Ascetic Fuhu in Sky Village for Solitary Ghost.,"Please send this letter to Ascetic Fuhu, it's an emergency. ","Keep the letter safe, don't get it lost. ",Be quick please!,The letter you send here is really in time.  And I think Golden Cicada need you help now.,
805,Protect Golden Cicada,"Protect Golden Cicada, and bring him to the Golden Peak Mountain.","I am Golden Cicada, there is no clear dividing line for Justice and Evil force.  Most people who ever joined the fight thousand years ago are dead.  If you want to know some more secrets, you have to go to the Golden Peak Mountain.  You probably can have some extra gains.  ",This trip can't be plain sailing.  You have to take extra care. ,Take care please!,Thank you for your efforts to send Golden Cicada back to the Golden Peak Mountain.,
806,The Appointment in Belvedere,Head for Belvedere in Stone City to meet Lady Fei.,"I am worried about Golden Cicada.  I don't want to involve him into the fight.   Lady Fei is my old friend.  She is in Stone City now.  She used to be evils.  Since her brother was killed by the Wizard, she has forsook darkness for light.  Some rumors saying she was pretending to join the justice side.  It's a great achievement if you can persuade her back to the justice side. ","We don't have enough time, please be quick.","How come you are still here?  You will be late, if you are not heading for there now.","Oh... Madam Miao Yi sent you here.   Well , that's great.",
807,Rattan Cave Adventure,Head for Rattan Cave to eliminate Evil Tao Beard.,"No, that's not true.  It's so unfair.  I have to kill Evil Tao Beard.  If he didn't betray my apprentice brother and steal the Five Smoke Vase from him, my brother would not die so easily.  I will never give up killing the evil tao.","You'd better find some helpers with you,  we have to exterminate them all.",Did you forget what I asked you to do?,"It's Five Smoke Vase!  Evil Tao Beard is dead?  If my apprentice brother knows that, I guess he would not scold me then.  That's what I can do now.  I suggest you go to take a look in Mercy Temple, if you really have the ability, please exterminate all the evils there.  Then my good friend Madam Miao Yi might be very happy with that.  Hahaha...",
808,Conspiracy in the Mercy Temple,Head for Mercy Temple to stop the conspiracy there.,"According to my information, some evils gathering in the Mercy Temple, it's really necessary for us to check out what are they planning to do.  And finally we know they are in a state of disunity.   We could not get some more information about the Blood Master from them.  You could take Monk Yu De and Callet Head Young as a practice.  We may know some information from them. ","They are hiding in the Mercy Temple, please take extra care.  That's the nest of the evils.",Please take care. ,"It seems we can't get some more useful information from these jackals.  I would like to say thank you anyways.  Thank you for helping me give up evil and return to good.  Here is your reward, take it. ",
